STAID,SOUID,DATE,HU,Q_HU
   237,  1026,19400408,   72,    0
   237,  1026,19400409,   58,    0
   237,  1026,19400410,   54,    0
   237,  1026,19400411,   63,    0
   237,  1026,19400412,   72,    0
   237,  1026,19400413,   53,    0
   237,  1026,19400414,   69,    0
   237,  1026,19400415,   83,    0
   237,  1026,19400416,   87,    0
   237,  1026,19400417,   65,    0
   237,  1026,19400418,   48,    0
   237,  1026,19400419,   70,    0
   237,  1026,19400420,   77,    0
   237,  1026,19400421,   83,    0
   237,  1026,19400422,   81,    0
   237,  1026,19400423,   80,    0
   237,  1026,19400424,   57,    0
   237,  1026,19400425,   53,    0
   237,  1026,19400426,   58,    0
   237,  1026,19400427,   70,    0
   237,  1026,19400428,   68,    0
   237,  1026,19400429,   80,    0
   237,  1026,19400430,   47,    0
   237,  1026,19400501,   45,    0
   237,  1026,19400502,   55,    0
   237,  1026,19400503,   51,    0
   237,  1026,19400504,   40,    0
   237,  1026,19400505,   40,    0
   237,  1026,19400506,   56,    0
   237,  1026,19400507,   61,    0
   237,  1026,19400508,   86,    0
   237,  1026,19400509,   75,    0
   237,  1026,19400510,   86,    0
   237,  1026,19400511,   80,    0
   237,  1026,19400512,   71,    0
   237,  1026,19400513,   73,    0
   237,  1026,19400514,   79,    0
   237,  1026,19400515,   63,    0
   237,  1026,19400516,   48,    0
   237,  1026,19400517,   45,    0
   237,  1026,19400518,   53,    0
   237,  1026,19400519,   80,    0
   237,  1026,19400520,   80,    0
   237,  1026,19400521,   86,    0
   237,  1026,19400522,   52,    0
   237,  1026,19400523,   63,    0
   237,  1026,19400524,   69,    0
   237,  1026,19400525,   70,    0
   237,  1026,19400526,   79,    0
   237,  1026,19400527,   82,    0
   237,  1026,19400528,   80,    0
   237,  1026,19400529,   46,    0
   237,  1026,19400530,   43,    0
   237,  1026,19400531,   55,    0
   237,  1026,19400601,   72,    0
   237,  1026,19400602,   73,    0
   237,  1026,19400603,   73,    0
   237,  1026,19400604,   72,    0
   237,  1026,19400605,   72,    0
   237,  1026,19400606,   82,    0
   237,  1026,19400607,   72,    0
   237,  1026,19400608,   77,    0
   237,  1026,19400609,   78,    0
   237,  1026,19400610,   78,    0
   237,  1026,19400611,   82,    0
   237,  1026,19400612,   78,    0
   237,  1026,19400613,   81,    0
   237,  1026,19400614,   71,    0
   237,  1026,19400615,   73,    0
   237,  1026,19400616,   67,    0
   237,  1026,19400617,   75,    0
   237,  1026,19400618,   80,    0
   237,  1026,19400619,   81,    0
   237,  1026,19400620,   80,    0
   237,  1026,19400621,   86,    0
   237,  1026,19400622,   63,    0
   237,  1026,19400623,   57,    0
   237,  1026,19400624,   51,    0
   237,  1026,19400625,   51,    0
   237,  1026,19400626,   64,    0
   237,  1026,19400627,   76,    0
   237,  1026,19400628,   79,    0
   237,  1026,19400629,   78,    0
   237,  1026,19400630,   69,    0
   237,  1026,19400701,   62,    0
   237,  1026,19400702,   78,    0
   237,  1026,19400703,   83,    0
   237,  1026,19400704,   80,    0
   237,  1026,19400705,   78,    0
   237,  1026,19400706,   84,    0
   237,  1026,19400707,   51,    0
   237,  1026,19400708,   50,    0
   237,  1026,19400709,   71,    0
   237,  1026,19400710,   75,    0
   237,  1026,19400711,   81,    0
   237,  1026,19400712,   65,    0
   237,  1026,19400713,   72,    0
   237,  1026,19400714,   71,    0
   237,  1026,19400715,   50,    0
   237,  1026,19400716,   47,    0
   237,  1026,19400717,   69,    0
   237,  1026,19400718,   74,    0
   237,  1026,19400719,   82,    0
   237,  1026,19400720,   80,    0
   237,  1026,19400721,   81,    0
   237,  1026,19400722,   82,    0
   237,  1026,19400723,   85,    0
   237,  1026,19400724,   84,    0
   237,  1026,19400725,   84,    0
   237,  1026,19400726,   69,    0
   237,  1026,19400727,   80,    0
   237,  1026,19400728,   77,    0
   237,  1026,19400729,   78,    0
   237,  1026,19400730,   78,    0
   237,  1026,19400731,   80,    0
   237,  1026,19400801,   76,    0
   237,  1026,19400802,   76,    0
   237,  1026,19400803,   80,    0
   237,  1026,19400804,   80,    0
   237,  1026,19400805,   83,    0
   237,  1026,19400806,   75,    0
   237,  1026,19400807,   81,    0
   237,  1026,19400808,   79,    0
   237,  1026,19400809,   76,    0
   237,  1026,19400810,   75,    0
   237,  1026,19400811,   76,    0
   237,  1026,19400812,   80,    0
   237,  1026,19400813,   70,    0
   237,  1026,19400814,   74,    0
   237,  1026,19400815,   80,    0
   237,  1026,19400816,   80,    0
   237,  1026,19400817,   78,    0
   237,  1026,19400818,   80,    0
   237,  1026,19400819,   80,    0
   237,  1026,19400820,   82,    0
   237,  1026,19400821,   79,    0
   237,  1026,19400822,   65,    0
   237,  1026,19400823,   67,    0
   237,  1026,19400824,   75,    0
   237,  1026,19400825,   78,    0
   237,  1026,19400826,   74,    0
   237,  1026,19400827,   75,    0
   237,  1026,19400828,   80,    0
   237,  1026,19400829,   81,    0
   237,  1026,19400830,   72,    0
   237,  1026,19400831,   72,    0
   237,  1026,19400901,   75,    0
   237,  1026,19400902,   76,    0
   237,  1026,19400903,   78,    0
   237,  1026,19400904,   74,    0
   237,  1026,19400905,   75,    0
   237,  1026,19400906,   82,    0
   237,  1026,19400907,   76,    0
   237,  1026,19400908,   84,    0
   237,  1026,19400909,   78,    0
   237,  1026,19400910,   54,    0
   237,  1026,19400911,   59,    0
   237,  1026,19400912,   66,    0
   237,  1026,19400913,   71,    0
   237,  1026,19400914,   73,    0
   237,  1026,19400915,   49,    0
   237,  1026,19400916,   65,    0
   237,  1026,19400917,   76,    0
   237,  1026,19400918,   85,    0
   237,  1026,19400919,   79,    0
   237,  1026,19400920,   80,    0
   237,  1026,19400921,   84,    0
   237,  1026,19400922,   86,    0
   237,  1026,19400923,   86,    0
   237,  1026,19400924,   86,    0
   237,  1026,19400925,   85,    0
   237,  1026,19400926,   91,    0
   237,  1026,19400927,   81,    0
   237,  1026,19400928,   81,    0
   237,  1026,19400929,   86,    0
   237,  1026,19400930,   80,    0
   237,  1026,19401001,   71,    0
   237,  1026,19401002,   59,    0
   237,  1026,19401003,   68,    0
   237,  1026,19401004,   65,    0
   237,  1026,19401005,   75,    0
   237,  1026,19401006,   80,    0
   237,  1026,19401007,   82,    0
   237,  1026,19401008,   62,    0
   237,  1026,19401009,   71,    0
   237,  1026,19401010,   51,    0
   237,  1026,19401011,   63,    0
   237,  1026,19401012,   65,    0
   237,  1026,19401013,   75,    0
   237,  1026,19401014,   82,    0
   237,  1026,19401015,   87,    0
   237,  1026,19401016,   95,    0
   237,  1026,19401017,   92,    0
   237,  1026,19401018,   85,    0
   237,  1026,19401019,   89,    0
   237,  1026,19401020,   90,    0
   237,  1026,19401021,   86,    0
   237,  1026,19401022,   85,    0
   237,  1026,19401023,   74,    0
   237,  1026,19401024,   86,    0
   237,  1026,19401025,   71,    0
   237,  1026,19401026,   69,    0
   237,  1026,19401027,   68,    0
   237,  1026,19401028,   82,    0
   237,  1026,19401029,   74,    0
   237,  1026,19401030,   64,    0
   237,  1026,19401031,   76,    0
   237,  1026,19401101,   76,    0
   237,  1026,19401102,   74,    0
   237,  1026,19401103,   84,    0
   237,  1026,19401104,   85,    0
   237,  1026,19401105,   84,    0
   237,  1026,19401106,   80,    0
   237,  1026,19401107,   65,    0
   237,  1026,19401108,   64,    0
   237,  1026,19401109,   66,    0
   237,  1026,19401110,   73,    0
   237,  1026,19401111,   76,    0
   237,  1026,19401112,   70,    0
   237,  1026,19401113,   72,    0
   237,  1026,19401114,   70,    0
   237,  1026,19401115,   68,    0
   237,  1026,19401116,   70,    0
   237,  1026,19401117,   72,    0
   237,  1026,19401118,   71,    0
   237,  1026,19401119,   70,    0
   237,  1026,19401120,   72,    0
   237,  1026,19401121,   82,    0
   237,  1026,19401122,   86,    0
   237,  1026,19401123,   82,    0
   237,  1026,19401124,   84,    0
   237,  1026,19401125,   85,    0
   237,  1026,19401126,   85,    0
   237,  1026,19401127,   90,    0
   237,  1026,19401128,   94,    0
   237,  1026,19401129,   73,    0
   237,  1026,19401130,   76,    0
   237,  1026,19401201,-9999,    9
   237,  1026,19401202,-9999,    9
   237,  1026,19401203,-9999,    9
   237,  1026,19401204,-9999,    9
   237,  1026,19401205,-9999,    9
   237,  1026,19401206,-9999,    9
   237,  1026,19401207,-9999,    9
   237,  1026,19401208,-9999,    9
   237,  1026,19401209,-9999,    9
   237,  1026,19401210,-9999,    9
   237,  1026,19401211,-9999,    9
   237,  1026,19401212,-9999,    9
   237,  1026,19401213,-9999,    9
   237,  1026,19401214,-9999,    9
   237,  1026,19401215,-9999,    9
   237,  1026,19401216,-9999,    9
   237,  1026,19401217,-9999,    9
   237,  1026,19401218,-9999,    9
   237,  1026,19401219,-9999,    9
   237,  1026,19401220,-9999,    9
   237,  1026,19401221,-9999,    9
   237,  1026,19401222,-9999,    9
   237,  1026,19401223,-9999,    9
   237,  1026,19401224,-9999,    9
   237,  1026,19401225,-9999,    9
   237,  1026,19401226,-9999,    9
   237,  1026,19401227,-9999,    9
   237,  1026,19401228,-9999,    9
   237,  1026,19401229,-9999,    9
   237,  1026,19401230,-9999,    9
   237,  1026,19401231,-9999,    9
   237,  1026,19410101,   78,    0
   237,  1026,19410102,   74,    0
   237,  1026,19410103,   63,    0
   237,  1026,19410104,   72,    0
   237,  1026,19410105,   82,    0
   237,  1026,19410106,   78,    0
   237,  1026,19410107,   83,    0
   237,  1026,19410108,   75,    0
   237,  1026,19410109,   93,    0
   237,  1026,19410110,   96,    0
   237,  1026,19410111,   82,    0
   237,  1026,19410112,   82,    0
   237,  1026,19410113,   94,    0
   237,  1026,19410114,   99,    0
   237,  1026,19410115,   89,    0
   237,  1026,19410116,   79,    0
   237,  1026,19410117,   81,    0
   237,  1026,19410118,   82,    0
   237,  1026,19410119,   82,    0
   237,  1026,19410120,   92,    0
   237,  1026,19410121,   86,    0
   237,  1026,19410122,   85,    0
   237,  1026,19410123,   86,    0
   237,  1026,19410124,   80,    0
   237,  1026,19410125,   85,    0
   237,  1026,19410126,   86,    0
   237,  1026,19410127,   82,    0
   237,  1026,19410128,   85,    0
   237,  1026,19410129,   82,    0
   237,  1026,19410130,   88,    0
   237,  1026,19410131,   87,    0
   237,  1026,19410201,   75,    0
   237,  1026,19410202,   72,    0
   237,  1026,19410203,   64,    0
   237,  1026,19410204,   43,    0
   237,  1026,19410205,   80,    0
   237,  1026,19410206,   64,    0
   237,  1026,19410207,   74,    0
   237,  1026,19410208,   82,    0
   237,  1026,19410209,   92,    0
   237,  1026,19410210,   96,    0
   237,  1026,19410211,   94,    0
   237,  1026,19410212,   89,    0
   237,  1026,19410213,   66,    0
   237,  1026,19410214,   55,    0
   237,  1026,19410215,   78,    0
   237,  1026,19410216,   56,    0
   237,  1026,19410217,   58,    0
   237,  1026,19410218,   61,    0
   237,  1026,19410219,   70,    0
   237,  1026,19410220,   68,    0
   237,  1026,19410221,   54,    0
   237,  1026,19410222,   59,    0
   237,  1026,19410223,   56,    0
   237,  1026,19410224,   47,    0
   237,  1026,19410225,   56,    0
   237,  1026,19410226,   42,    0
   237,  1026,19410227,   58,    0
   237,  1026,19410228,   91,    0
   237,  1026,19410301,   85,    0
   237,  1026,19410302,   89,    0
   237,  1026,19410303,   47,    0
   237,  1026,19410304,   52,    0
   237,  1026,19410305,   64,    0
   237,  1026,19410306,   46,    0
   237,  1026,19410307,   59,    0
   237,  1026,19410308,   49,    0
   237,  1026,19410309,   53,    0
   237,  1026,19410310,   50,    0
   237,  1026,19410311,   69,    0
   237,  1026,19410312,   82,    0
   237,  1026,19410313,   82,    0
   237,  1026,19410314,   93,    0
   237,  1026,19410315,   92,    0
   237,  1026,19410316,   79,    0
   237,  1026,19410317,   75,    0
   237,  1026,19410318,   73,    0
   237,  1026,19410319,   78,    0
   237,  1026,19410320,   82,    0
   237,  1026,19410321,   84,    0
   237,  1026,19410322,   85,    0
   237,  1026,19410323,   61,    0
   237,  1026,19410324,   83,    0
   237,  1026,19410325,   68,    0
   237,  1026,19410326,   57,    0
   237,  1026,19410327,   39,    0
   237,  1026,19410328,   40,    0
   237,  1026,19410329,   63,    0
   237,  1026,19410330,   47,    0
   237,  1026,19410331,   44,    0
   237,  1026,19410401,   45,    0
   237,  1026,19410402,   57,    0
   237,  1026,19410403,   71,    0
   237,  1026,19410404,   93,    0
   237,  1026,19410405,   50,    0
   237,  1026,19410406,   50,    0
   237,  1026,19410407,   35,    0
   237,  1026,19410408,   38,    0
   237,  1026,19410409,   52,    0
   237,  1026,19410410,   77,    0
   237,  1026,19410411,   56,    0
   237,  1026,19410412,   55,    0
   237,  1026,19410413,   62,    0
   237,  1026,19410414,   66,    0
   237,  1026,19410415,   78,    0
   237,  1026,19410416,   74,    0
   237,  1026,19410417,   63,    0
   237,  1026,19410418,   84,    0
   237,  1026,19410419,   84,    0
   237,  1026,19410420,   78,    0
   237,  1026,19410421,   82,    0
   237,  1026,19410422,   82,    0
   237,  1026,19410423,   83,    0
   237,  1026,19410424,   85,    0
   237,  1026,19410425,   53,    0
   237,  1026,19410426,   51,    0
   237,  1026,19410427,   40,    0
   237,  1026,19410428,   44,    0
   237,  1026,19410429,   74,    0
   237,  1026,19410430,   60,    0
   237,  1026,19410501,   49,    0
   237,  1026,19410502,   44,    0
   237,  1026,19410503,   60,    0
   237,  1026,19410504,   79,    0
   237,  1026,19410505,   70,    0
   237,  1026,19410506,   86,    0
   237,  1026,19410507,   90,    0
   237,  1026,19410508,   90,    0
   237,  1026,19410509,   88,    0
   237,  1026,19410510,   54,    0
   237,  1026,19410511,   56,    0
   237,  1026,19410512,   46,    0
   237,  1026,19410513,   68,    0
   237,  1026,19410514,   71,    0
   237,  1026,19410515,   78,    0
   237,  1026,19410516,   78,    0
   237,  1026,19410517,   82,    0
   237,  1026,19410518,   55,    0
   237,  1026,19410519,   41,    0
   237,  1026,19410520,   44,    0
   237,  1026,19410521,   64,    0
   237,  1026,19410522,   51,    0
   237,  1026,19410523,   56,    0
   237,  1026,19410524,   61,    0
   237,  1026,19410525,   78,    0
   237,  1026,19410526,   61,    0
   237,  1026,19410527,   78,    0
   237,  1026,19410528,   47,    0
   237,  1026,19410529,   48,    0
   237,  1026,19410530,   51,    0
   237,  1026,19410531,   70,    0
   237,  1026,19410601,   79,    0
   237,  1026,19410602,   82,    0
   237,  1026,19410603,   81,    0
   237,  1026,19410604,   59,    0
   237,  1026,19410605,   54,    0
   237,  1026,19410606,   70,    0
   237,  1026,19410607,   62,    0
   237,  1026,19410608,   64,    0
   237,  1026,19410609,   42,    0
   237,  1026,19410610,   43,    0
   237,  1026,19410611,   60,    0
   237,  1026,19410612,   59,    0
   237,  1026,19410613,   68,    0
   237,  1026,19410614,   52,    0
   237,  1026,19410615,   53,    0
   237,  1026,19410616,   54,    0
   237,  1026,19410617,   66,    0
   237,  1026,19410618,   69,    0
   237,  1026,19410619,   66,    0
   237,  1026,19410620,   58,    0
   237,  1026,19410621,   56,    0
   237,  1026,19410622,   67,    0
   237,  1026,19410623,   68,    0
   237,  1026,19410624,   66,    0
   237,  1026,19410625,   75,    0
   237,  1026,19410626,   72,    0
   237,  1026,19410627,   74,    0
   237,  1026,19410628,   81,    0
   237,  1026,19410629,   66,    0
   237,  1026,19410630,   67,    0
   237,  1026,19410701,   77,    0
   237,  1026,19410702,   71,    0
   237,  1026,19410703,   66,    0
   237,  1026,19410704,   77,    0
   237,  1026,19410705,   58,    0
   237,  1026,19410706,   54,    0
   237,  1026,19410707,   55,    0
   237,  1026,19410708,   60,    0
   237,  1026,19410709,   73,    0
   237,  1026,19410710,   81,    0
   237,  1026,19410711,   69,    0
   237,  1026,19410712,   55,    0
   237,  1026,19410713,   37,    0
   237,  1026,19410714,   59,    0
   237,  1026,19410715,   59,    0
   237,  1026,19410716,   75,    0
   237,  1026,19410717,   82,    0
   237,  1026,19410718,   80,    0
   237,  1026,19410719,   85,    0
   237,  1026,19410720,   80,    0
   237,  1026,19410721,   78,    0
   237,  1026,19410722,   82,    0
   237,  1026,19410723,   77,    0
   237,  1026,19410724,   64,    0
   237,  1026,19410725,   71,    0
   237,  1026,19410726,   73,    0
   237,  1026,19410727,   83,    0
   237,  1026,19410728,   82,    0
   237,  1026,19410729,   82,    0
   237,  1026,19410730,   79,    0
   237,  1026,19410731,   72,    0
   237,  1026,19410801,   81,    0
   237,  1026,19410802,   57,    0
   237,  1026,19410803,   75,    0
   237,  1026,19410804,   78,    0
   237,  1026,19410805,   74,    0
   237,  1026,19410806,   72,    0
   237,  1026,19410807,   90,    0
   237,  1026,19410808,   83,    0
   237,  1026,19410809,   82,    0
   237,  1026,19410810,   84,    0
   237,  1026,19410811,   82,    0
   237,  1026,19410812,   85,    0
   237,  1026,19410813,   77,    0
   237,  1026,19410814,   83,    0
   237,  1026,19410815,   82,    0
   237,  1026,19410816,   84,    0
   237,  1026,19410817,   80,    0
   237,  1026,19410818,   81,    0
   237,  1026,19410819,   77,    0
   237,  1026,19410820,   78,    0
   237,  1026,19410821,   80,    0
   237,  1026,19410822,   78,    0
   237,  1026,19410823,   82,    0
   237,  1026,19410824,   84,    0
   237,  1026,19410825,   86,    0
   237,  1026,19410826,   88,    0
   237,  1026,19410827,   81,    0
   237,  1026,19410828,   81,    0
   237,  1026,19410829,   90,    0
   237,  1026,19410830,   87,    0
   237,  1026,19410831,   80,    0
   237,  1026,19410901,   84,    0
   237,  1026,19410902,   86,    0
   237,  1026,19410903,   81,    0
   237,  1026,19410904,   80,    0
   237,  1026,19410905,   82,    0
   237,  1026,19410906,   86,    0
   237,  1026,19410907,   78,    0
   237,  1026,19410908,   81,    0
   237,  1026,19410909,   95,    0
   237,  1026,19410910,   82,    0
   237,  1026,19410911,   85,    0
   237,  1026,19410912,   87,    0
   237,  1026,19410913,   82,    0
   237,  1026,19410914,   86,    0
   237,  1026,19410915,   85,    0
   237,  1026,19410916,   88,    0
   237,  1026,19410917,   84,    0
   237,  1026,19410918,   79,    0
   237,  1026,19410919,   86,    0
   237,  1026,19410920,   86,    0
   237,  1026,19410921,   84,    0
   237,  1026,19410922,   90,    0
   237,  1026,19410923,   88,    0
   237,  1026,19410924,   88,    0
   237,  1026,19410925,   85,    0
   237,  1026,19410926,   83,    0
   237,  1026,19410927,   86,    0
   237,  1026,19410928,   80,    0
   237,  1026,19410929,   65,    0
   237,  1026,19410930,   65,    0
   237,  1026,19411001,   78,    0
   237,  1026,19411002,   80,    0
   237,  1026,19411003,   76,    0
   237,  1026,19411004,   83,    0
   237,  1026,19411005,   88,    0
   237,  1026,19411006,   89,    0
   237,  1026,19411007,   89,    0
   237,  1026,19411008,   88,    0
   237,  1026,19411009,   83,    0
   237,  1026,19411010,   86,    0
   237,  1026,19411011,   84,    0
   237,  1026,19411012,   80,    0
   237,  1026,19411013,   92,    0
   237,  1026,19411014,   92,    0
   237,  1026,19411015,   91,    0
   237,  1026,19411016,   90,    0
   237,  1026,19411017,   93,    0
   237,  1026,19411018,   89,    0
   237,  1026,19411019,   91,    0
   237,  1026,19411020,   88,    0
   237,  1026,19411021,   92,    0
   237,  1026,19411022,   84,    0
   237,  1026,19411023,   80,    0
   237,  1026,19411024,   83,    0
   237,  1026,19411025,   59,    0
   237,  1026,19411026,   61,    0
   237,  1026,19411027,   57,    0
